player_name,age,player_height,draft_year,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,ovrdraftpick
Jalen Suggs,21,195.58,2021,48,11.8,3.6,4.4,-7.1,0.019,0.102,0.244,0.455,0.249,2021,5
James Bouknight,21,193.04,2021,31,4.6,1.7,0.8,-6.2,0.064,0.09,0.226,0.459,0.132,2021,11
Jared Butler,21,190.5,2021,42,3.8,1.1,1.5,-0.1,0.014,0.102,0.221,0.509,0.258,2021,80
Isaiah Livers,23,198.12,2021,19,6.4,3.0,1.1,-0.8,0.037,0.109,0.125,0.629,0.077,2021,84
Isaiah Jackson,20,208.28,2021,36,8.3,4.1,0.3,-2.8,0.109,0.157,0.214,0.607,0.027,2021,22
Herbert Jones,23,200.66,2021,78,9.5,3.8,2.1,2.0,0.041,0.086,0.136,0.573,0.097,2021,70
Greg Brown III,20,200.66,2021,48,4.7,2.8,0.7,-17.6,0.057,0.15,0.168,0.515,0.087,2021,86
Isaiah Todd,20,205.74,2021,12,1.7,1.0,0.3,-15.6,0.034,0.123,0.188,0.349,0.095,2021,62
Jaden Springer,19,193.04,2021,2,1.0,1.0,0.0,-72.4,0.143,0.125,0.118,1.0,0.0,2021,28
JT Thor,19,205.74,2021,33,2.0,1.3,0.6,0.3,0.04,0.111,0.116,0.525,0.097,2021,74
Charles Bassey,21,205.74,2021,23,3.0,2.7,0.3,-8.8,0.124,0.233,0.152,0.66,0.07,2021,106
Cam Thomas,20,190.5,2021,67,8.5,2.4,1.2,-6.4,0.013,0.118,0.212,0.519,0.102,2021,27
Cade Cunningham,20,198.12,2021,64,17.4,5.5,5.6,-6.2,0.026,0.143,0.273,0.504,0.283,2021,1
Dalano Banton,22,200.66,2021,64,3.2,1.9,1.5,1.5,0.048,0.124,0.159,0.463,0.197,2021,92
Chris Duarte,25,195.58,2021,55,13.1,4.1,2.1,-2.0,0.026,0.117,0.207,0.537,0.11,2021,13
Corey Kispert,23,198.12,2021,77,8.2,2.7,1.1,0.1,0.03,0.084,0.142,0.586,0.064,2021,15
Brandon Boston,20,198.12,2021,51,6.7,2.2,1.0,-2.0,0.02,0.111,0.212,0.481,0.103,2021,102
David Johnson,21,193.04,2021,2,0.0,0.0,0.0,-75.0,0.0,0.0,0.143,0.0,0.0,2021,94
Davion Mitchell,23,182.88,2021,75,11.5,2.2,4.2,-6.0,0.015,0.062,0.202,0.489,0.235,2021,9
Aaron Wiggins,23,193.04,2021,50,8.3,3.6,1.4,-8.1,0.04,0.098,0.149,0.556,0.083,2021,110
Day'Ron Sharpe,20,205.74,2021,32,6.2,5.0,0.5,6.9,0.197,0.198,0.205,0.593,0.062,2021,29
Ayo Dosunmu,22,193.04,2021,77,8.8,2.8,3.3,-5.0,0.013,0.09,0.138,0.596,0.164,2021,76
Bones Hyland,21,187.96,2021,69,10.1,2.7,2.8,1.7,0.011,0.133,0.231,0.558,0.22,2021,26
Alperen Sengun,19,208.28,2021,72,9.6,5.5,2.6,-10.2,0.089,0.174,0.214,0.552,0.193,2021,16
Moses Moody,20,195.58,2021,52,4.4,1.5,0.4,-4.0,0.028,0.098,0.148,0.573,0.056,2021,14
Neemias Queta,22,213.36,2021,15,3.0,2.1,0.4,-4.1,0.104,0.144,0.176,0.495,0.076,2021,78
Quentin Grimes,22,193.04,2021,46,6.0,2.0,1.0,-3.0,0.028,0.085,0.149,0.565,0.095,2021,25
Luka Garza,23,208.28,2021,32,5.8,3.1,0.6,-6.3,0.13,0.116,0.195,0.535,0.086,2021,104
Jeremiah Robinson-Earl,21,203.2,2021,49,7.5,5.6,1.0,-9.8,0.061,0.172,0.152,0.526,0.069,2021,64
Miles McBride,21,185.42,2021,40,2.2,1.1,1.0,13.0,0.011,0.097,0.137,0.393,0.159,2021,72
Kai Jones,21,208.28,2021,21,1.0,0.5,0.2,-11.1,0.045,0.114,0.15,0.628,0.103,2021,19
Keon Johnson,20,193.04,2021,37,7.2,2.2,2.1,-19.0,0.031,0.083,0.207,0.453,0.174,2021,21
Kessler Edwards,21,200.66,2021,48,5.9,3.6,0.6,-3.3,0.043,0.124,0.132,0.516,0.04,2021,88
Joe Wieskamp,22,198.12,2021,29,2.1,0.5,0.3,1.5,0.017,0.045,0.129,0.494,0.065,2021,82
Jericho Sims,23,205.74,2021,41,2.2,4.1,0.5,6.5,0.108,0.187,0.068,0.674,0.054,2021,116
Jonathan Kuminga,19,200.66,2021,70,9.3,3.3,0.9,1.9,0.047,0.139,0.227,0.6,0.087,2021,7
Josh Giddey,19,203.2,2021,54,12.5,7.8,6.4,-8.3,0.052,0.175,0.218,0.478,0.325,2021,6
Josh Christopher,20,190.5,2021,74,7.9,2.5,2.0,-9.2,0.037,0.103,0.205,0.534,0.17,2021,24
Joshua Primo,19,193.04,2021,50,5.8,2.3,1.6,-3.3,0.031,0.079,0.152,0.487,0.111,2021,12
Sharife Cooper,21,185.42,2021,13,0.5,0.4,0.4,-43.9,0.0,0.147,0.202,0.25,0.313,2021,96
Sandro Mamukelashvili,23,205.74,2021,41,3.8,2.0,0.5,-17.6,0.079,0.116,0.142,0.618,0.084,2021,108
Santi Aldama,21,210.82,2021,32,4.1,2.7,0.7,1.3,0.077,0.15,0.174,0.452,0.08,2021,30
Scottie Barnes,20,200.66,2021,74,15.3,7.5,3.5,1.8,0.068,0.141,0.187,0.552,0.15,2021,4
Scottie Lewis,22,195.58,2021,2,0.5,0.0,0.5,-11.8,0.0,0.0,0.059,0.568,0.2,2021,112
Tre Mann,21,190.5,2021,60,10.4,2.9,1.5,-10.3,0.017,0.101,0.213,0.501,0.108,2021,18
Trey Murphy III,22,203.2,2021,62,5.4,2.4,0.6,0.3,0.049,0.122,0.147,0.558,0.065,2021,17
Peyton Watson,20,200.66,2022,23,3.3,1.6,0.5,-12.0,0.043,0.139,0.174,0.553,0.087,2022,30
Patrick Baldwin,20,205.74,2022,31,3.9,1.3,0.4,-12.3,0.004,0.188,0.227,0.546,0.083,2022,28
Paolo Banchero,20,208.28,2022,72,20.0,6.9,3.7,-4.2,0.035,0.174,0.272,0.529,0.171,2022,1
Ryan Rollins,20,190.5,2022,12,1.9,1.0,0.5,-38.1,0.043,0.153,0.26,0.508,0.214,2022,88
Moussa Diabate,21,208.28,2022,22,2.7,2.3,0.2,-3.2,0.137,0.106,0.125,0.546,0.029,2022,86
Ousmane Dieng,20,205.74,2022,39,4.9,2.7,1.2,2.9,0.03,0.141,0.154,0.505,0.108,2022,11
Ochai Agbaji,23,195.58,2022,59,7.9,2.1,1.1,-0.2,0.034,0.058,0.154,0.561,0.072,2022,14
Nikola Jovic,20,208.28,2022,15,5.5,2.1,0.7,-3.5,0.043,0.119,0.185,0.53,0.076,2022,27
Tyrese Martin,24,198.12,2022,16,1.3,0.8,0.1,2.3,0.065,0.109,0.164,0.44,0.044,2022,102
TyTy Washington Jr.,21,190.5,2022,31,4.7,1.5,1.5,-6.1,0.004,0.099,0.17,0.432,0.152,2022,29
Trevor Keels,19,193.04,2022,3,1.0,0.7,0.0,-94.7,0.0,0.25,0.211,0.375,0.0,2022,84
Vince Williams Jr.,22,193.04,2022,15,2.0,1.0,0.3,-14.8,0.03,0.12,0.176,0.367,0.062,2022,94
Wendell Moore Jr.,21,195.58,2022,29,1.4,0.6,0.6,-13.5,0.025,0.086,0.139,0.465,0.162,2022,26
Walker Kessler,21,213.36,2022,74,9.2,8.4,0.9,3.0,0.133,0.205,0.13,0.702,0.057,2022,22
Shaedon Sharpe,20,195.58,2022,80,9.9,3.0,1.2,-7.6,0.037,0.102,0.186,0.568,0.079,2022,7
Tari Eason,22,203.2,2022,82,9.3,6.0,1.1,-4.8,0.101,0.172,0.184,0.525,0.075,2022,17
David Roddy,22,193.04,2022,70,6.7,2.8,0.8,-1.9,0.037,0.107,0.163,0.519,0.064,2022,23
Dyson Daniels,20,200.66,2022,59,3.8,3.2,2.3,0.4,0.035,0.14,0.113,0.503,0.172,2022,8
Bennedict Mathurin,21,195.58,2022,78,16.7,4.1,1.5,-4.3,0.037,0.103,0.235,0.566,0.078,2022,6
Blake Wesley,20,193.04,2022,37,5.0,2.2,2.6,-13.4,0.016,0.101,0.18,0.393,0.201,2022,25
AJ Griffin,19,198.12,2022,72,8.9,2.1,1.0,1.5,0.026,0.08,0.174,0.577,0.07,2022,16
Andrew Nembhard,23,190.5,2022,75,9.5,2.7,4.5,-5.9,0.016,0.078,0.159,0.528,0.222,2022,62
Christian Braun,22,198.12,2022,76,4.7,2.4,0.8,-4.3,0.042,0.112,0.127,0.568,0.07,2022,21
Christian Koloko,23,213.36,2022,58,3.1,2.9,0.5,9.0,0.094,0.11,0.1,0.517,0.05,2022,66
Dalen Terry,20,200.66,2022,38,2.2,1.0,0.6,3.3,0.056,0.117,0.173,0.523,0.157,2022,18
Bryce McGowens,20,198.12,2022,46,5.3,2.0,1.2,-9.7,0.025,0.088,0.147,0.519,0.098,2022,80
Caleb Houstan,20,203.2,2022,51,3.8,1.9,0.6,-5.3,0.041,0.083,0.107,0.508,0.051,2022,64
Isaiah Mobley,23,203.2,2022,12,2.6,1.7,0.3,19.8,0.053,0.174,0.166,0.521,0.054,2022,98
Kennedy Chandler,20,180.34,2022,36,2.2,1.1,1.6,-5.4,0.029,0.103,0.15,0.44,0.278,2022,76
Keegan Murray,22,203.2,2022,80,12.2,4.6,1.2,1.7,0.038,0.123,0.156,0.597,0.053,2022,4
Kendall Brown,20,200.66,2022,6,1.5,1.0,0.5,8.2,0.051,0.089,0.093,0.571,0.091,2022,96
MarJon Beauchamp,22,200.66,2022,52,5.1,2.2,0.7,-7.2,0.05,0.103,0.175,0.513,0.072,2022,24
Mark Williams,21,213.36,2022,43,9.0,7.1,0.4,-4.7,0.106,0.232,0.168,0.659,0.033,2022,15
Max Christie,20,195.58,2022,41,3.1,1.8,0.5,-7.1,0.012,0.126,0.1,0.566,0.054,2022,70
Malaki Branham,20,193.04,2022,66,10.2,2.7,1.9,-11.1,0.017,0.098,0.188,0.524,0.112,2022,20
Jalen Williams,22,195.58,2022,75,14.1,4.5,3.3,-1.0,0.035,0.109,0.18,0.601,0.152,2022,12
Jalen Duren,19,210.82,2022,67,9.1,8.9,1.1,-8.3,0.13,0.221,0.139,0.655,0.069,2022,13
JD Davison,20,185.42,2022,12,1.6,0.8,0.9,-5.8,0.033,0.093,0.157,0.478,0.234,2022,106
Jabari Smith Jr.,20,210.82,2022,79,12.8,7.2,1.3,-11.3,0.047,0.18,0.183,0.514,0.059,2022,3
Jabari Walker,20,200.66,2022,56,3.9,2.3,0.6,-9.0,0.074,0.135,0.164,0.496,0.08,2022,114
Jaden Hardy,20,190.5,2022,48,8.8,1.9,1.4,-3.1,0.015,0.106,0.248,0.571,0.147,2022,74
Jaden Ivey,21,193.04,2022,74,16.3,3.9,5.2,-13.0,0.03,0.094,0.251,0.528,0.269,2022,5
Jake LaRavia,21,200.66,2022,35,3.0,1.8,0.6,-7.6,0.044,0.1,0.117,0.531,0.068,2022,19
Josh Minott,20,203.2,2022,15,3.1,1.7,0.3,10.4,0.054,0.194,0.176,0.582,0.065,2022,90
Johnny Davis,21,193.04,2022,28,5.8,2.3,1.0,-6.2,0.02,0.125,0.192,0.446,0.1,2022,10
Jaylin Williams,21,205.74,2022,49,5.9,4.9,1.6,-4.6,0.045,0.23,0.133,0.559,0.109,2022,68
Jeremy Sochan,20,203.2,2022,56,11.0,5.3,2.5,-7.0,0.06,0.14,0.195,0.509,0.132,2022,9
